id,company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,active_status
452,Stettler Coal,N/A,N/A,N/A,N/A,N/A,N/A,Halkirk,Alberta,52.47596003,-112.1930807,1950,1977,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
453,Weedon Pyrite and Copper,N/A,N/A,N/A,N/A,N/A,Weedon (McDonald),N/A,Quebec,45.704854,-71.371148,1951,1959,1969,1973,N/A,N/A,Copper,Zinc,Silver,Gold,Cadmium,Lead,N/A,N/A,False
454,Canadian Silica,N/A,N/A,N/A,N/A,N/A,Sheguiandah Quarry,Howland Twp,Ontario,45.98052329,-81.92879194,1951,1954,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
455,Consolidated Canadian Faraday,N/A,N/A,N/A,N/A,N/A,N/A,Werner Lake,Ontario,50.4639,-94.93163,1954,1972,N/A,N/A,N/A,N/A,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
456,Heath Steele Mines,Noranda Mining and Exploration Heath Steele Division,Brunswick Mining and Smelting and Noranda Minerals,N/A,N/A,N/A,Heath Steele,Newcastle,New Brunswick,47.29027778,-66.07222222,1955,2008,N/A,N/A,N/A,N/A,Zinc,Lead,Copper,Silver,N/A,N/A,N/A,N/A,False
457,Willroy Mines,N/A,N/A,N/A,N/A,N/A,N/A,Manitouwadge,Ontario,49.15656,-85.8246,1955,1974,N/A,N/A,N/A,N/A,Zinc,Copper,Silver,N/A,N/A,N/A,N/A,N/A,False
458,Lake Cinch Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Saskatchewan,59.54278,-108.66861,1955,1960,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
459,National Explorers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Saskatchewan,59.595276,-108.423043,1956,1958,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
460,Faraday Uranium Mines,Madawaska Mines,N/A,N/A,N/A,N/A,Madawaska,Brancroft,Ontario,45.02066,-77.92475,1957,1964,1975,1982,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
461,Minworth,AGS Vein St Lawrence,N/A,N/A,N/A,N/A,N/A,St-Lawrence,Newfoundland and Labrador,46.91488521,-55.4858431,1957,2019,N/A,N/A,N/A,N/A,Fluorspar,Zinc,Lead,Copper,N/A,N/A,N/A,N/A,False
462,Stelco Mines Quebec,N/A,N/A,N/A,N/A,N/A,Hilton,Shawville,Quebec,45.60376813,-76.49247132,1958,1977,N/A,N/A,N/A,N/A,Iron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
463,Norduna Mines Letd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,46.60343,-80.76397,1958,1962,N/A,N/A,N/A,N/A,Copper,Gold,N/A,N/A,N/A,N/A,N/A,N/A,False
464,Black Bay Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Saskatchewan,59.50693408,-108.4805547,1958,1960,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
465,Vauze Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,48.360297,-79.082217,1961,1965,N/A,N/A,N/A,N/A,Copper,Zinc,N/A,N/A,N/A,N/A,N/A,N/A,False
466,Cominco,Rio Algom,Highland Valley Copper,Teck,N/A,N/A,N/A,Highland Valley,British Columbia,50.485555,-121.04833,1962,2021,N/A,N/A,N/A,N/A,Copper,Molybdenum,Silver,Gold,Lead,Zinc,N/A,N/A,False
467,International Minerals and Chemical,International Minerals Chemical,N/A,N/A,N/A,N/A,K1,Esterhazy,Saskatchewan,50.748881,-101.9296429,1962,2022,N/A,N/A,N/A,N/A,Potash,Salt,N/A,N/A,N/A,N/A,N/A,N/A,True
468,Jedway Iron Ore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,British Columbia,52.292777,-131.19888,1962,1968,N/A,N/A,N/A,N/A,Iron,Magnetite,N/A,N/A,N/A,N/A,N/A,N/A,False
469,New Hosco Mines,N/A,N/A,N/A,N/A,N/A,N/A,Matagami,Quebec,49.789443,-77.835343,1963,1970,N/A,N/A,N/A,N/A,Copper,Zinc,Gold,Silver,Iron,N/A,N/A,N/A,False
470,Lorraine Mining,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,47.358367,-78.93895,1965,1968,N/A,N/A,N/A,N/A,Copper,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,False
471,British Newfoundland Exploration,Green Bay Mining,N/A,N/A,N/A,N/A,Whalesback,Springdale,Newfoundland and Labrador,49.59681671,-56.00603878,1965,1974,N/A,N/A,N/A,N/A,Copper,Zinc,Titanium,N/A,N/A,N/A,N/A,N/A,False
472,International Nickel of Canada The,N/A,N/A,N/A,N/A,N/A,Pipe (1),Thompson,Manitoba,55.35135931,-61.49009417,1966,1971,N/A,N/A,N/A,N/A,Nickel,Copper,Cobalt,Gold,Silver,N/A,N/A,N/A,False
473,Renzy Mines,N/A,N/A,N/A,N/A,N/A,N/A,Lac de Renzy,Quebec,46.811944,-76.703328,1969,1972,N/A,N/A,N/A,N/A,Nickel,Copper,Cobalt,Chromium,Gold,Platinum,Palladium,N/A,False
474,Central Canada Potash,Noranda,The Mosaic Company,N/A,N/A,N/A,Colonsay,Viscount,Saskatchewan,51.930459,-105.7757245,1969,2016,2017,2022,N/A,N/A,Potash,Salt,N/A,N/A,N/A,N/A,N/A,N/A,True
475,International Nickel of Canada The,N/A,N/A,N/A,N/A,N/A,Pipe (2),Thompson,Manitoba,55.29027208,-61.50290417,1969,1984,N/A,N/A,N/A,N/A,Nickel,Copper,Sulphure,N/A,N/A,N/A,N/A,N/A,False
476,Caribou New Brunswick Mining,Blue Note Mining,Trevali Mining,Breakwater Resources,Trevali Mining,N/A,Caribou,N/A,New Brunswick,47.55864,-66.29385,1970,1970,2007,2008,2016,2022,Zinc,Copper,Lead,Silver,N/A,N/A,N/A,N/A,True
477,Utah Mines,BHP Minerals Canada,N/A,N/A,N/A,N/A,Island Copper,Port Hardy,British Columbia,50.599721,-127.47499,1971,1995,N/A,N/A,N/A,N/A,Copper,Molybdenum,Silver,Gold,Zinc,Lead,Rhenium,N/A,False
478,Crows Nest Resources,Line Creek Resources,Manalta Coal,Luscar,N/A,N/A,Line Creek,Line Creek,British Columbia,49.929166,-114.77611,1972,2015,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
479,Noranda Mines,Noranda,N/A,N/A,N/A,N/A,"Babine Lake Division, Bell and Granisles",Babine Lake,British Columbia,55.002777,-126.23194,1972,1992,N/A,N/A,N/A,N/A,Copper,Silver,Gold,Zinc,Lead,Molybdenum,N/A,N/A,False
480,Decade Development,Corona,N/A,N/A,N/A,N/A,Jolu,Mallard Lake,Saskatchewan,56.000618,-104.281573,1973,1990,2011,2014,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
481,Northair Mines,N/A,N/A,N/A,N/A,N/A,N/A,Brandywine,British Columbia,50.114444,-123.10361,1974,1982,N/A,N/A,N/A,N/A,Gold,Silver,Lead,Zinc,Copper,Cadmium,N/A,N/A,False
482,Newfoundland Zinc Mines,N/A,N/A,N/A,N/A,N/A,N/A,Daniel's Harbour,Newfoundland and Labrador,50.29575914,-57.46512176,1974,1990,N/A,N/A,N/A,N/A,Zinc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
483,Manitoba and Saskatchewan Coal,N/A,N/A,N/A,N/A,N/A,N/A,Estevan,Saskatchewan,49.12002,-102.9742843,1975,1983,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
484,Gulf Minerals Canada,Cameco and Uranerz Exploration and Mining,N/A,N/A,N/A,N/A,Rabbit Lake,Wollaston Lake,Saskatchewan,58.196106,-103.7108265,1975,2016,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
485,Nanisivik Mines,Breakwater Resources,N/A,N/A,N/A,N/A,Nanisivik,Strathcona Sound (Arctie Bay/Nanisivik),Nunavut,73.04444444,-84.53722222,1976,2002,N/A,N/A,N/A,N/A,Zinc,Lead,Silver,N/A,N/A,N/A,N/A,N/A,False
486,Hudson Bay Mining and Smelting,N/A,N/A,N/A,N/A,N/A,Westarm,Flin Flon,Manitoba,54.64027778,-101.845,1977,1985,1994,1997,N/A,N/A,Copper,Zinc,Gold,Silver,N/A,N/A,N/A,N/A,False
487,Noranda Mines,N/A,N/A,N/A,N/A,N/A,Lyon Lake Division,Sturgeon Lake,Ontario,49.88704,-90.89011,1978,1991,N/A,N/A,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
488,Sil Silica,Strathcona Resource Industries,N/A,N/A,N/A,N/A,Sil Silica Division,Bruderheim,Alberta,53.9065452,-112.9243772,1979,2022,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
489,Du Pont of Canada Expl,N/A,N/A,N/A,N/A,N/A,Baker,Toodoggone River,British Columbia,57.285277,-127.11055,1981,1997,N/A,N/A,N/A,N/A,Gold,Silver,Copper,Zinc,Lead,N/A,N/A,N/A,False
490,Billiton Canada,N/A,N/A,N/A,N/A,N/A,Mount Pleasant,N/A,New Brunswick,45.43169,-66.81302,1983,2013,N/A,N/A,N/A,N/A,Tungsten,Molybdenum,N/A,N/A,N/A,N/A,N/A,N/A,False
491,Domtar,Georgia Pacific Canada,N/A,N/A,N/A,N/A,Canal,Canal Flats,British Columbia,50.05,-115.51777,1984,2007,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
492,Hemlo Gold Mines,Newmont Canada,Battle Mountain Gold,Barrick Gold,N/A,N/A,Golden Giant,Marathon,Ontario,48.69765,-85.90463,1985,2006,N/A,N/A,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
493,Clayburn Industries,N/A,N/A,N/A,N/A,N/A,Sumas Mtn.,Abbotsford,British Columbia,49.06861,-122.20027,1986,1995,N/A,N/A,N/A,N/A,Shale,Clay,N/A,N/A,N/A,N/A,N/A,N/A,False
494,Exall Resources and Glimmer Resources,N/A,N/A,N/A,N/A,N/A,Glimmer,Matheson,Ontario,48.52982,-79.69315,1988,1991,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
495,Hudson Bay Mining and Smelting,N/A,N/A,N/A,N/A,N/A,Namew Lake,Flin Flon,Manitoba,54.20555556,-101.7791667,1988,1993,N/A,N/A,N/A,N/A,Nickel,Copper,Gold,N/A,N/A,N/A,N/A,N/A,False
496,Canamax Resources,Veris Gold,Wheaton River Minerals,N/A,N/A,N/A,Ketza River,Ross River,Yukon,61.53805556,-132.2711111,1988,1990,N/A,N/A,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
497,Stratabound Minerals,N/A,N/A,N/A,N/A,N/A,CNE,Newcastle,New Brunswick,47.29557,-65.88469,1989,1990,N/A,N/A,N/A,N/A,Copper,Lead,Silver,Zinc,N/A,N/A,N/A,N/A,False
498,Minnova,N/A,N/A,N/A,N/A,N/A,N/A,Samatosum Mine,British Columbia,51.144444,-119.80944,1989,1992,N/A,N/A,N/A,N/A,Silver,Gold,Zinc,Lead,Copper,Antimony,N/A,N/A,False
499,Placer Dome,N/A,N/A,N/A,N/A,N/A,Dona Lake,Pickle Lake,Ontario,51.41475,-90.09447,1989,1994,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
500,Atlantic Minerals,N/A,N/A,N/A,N/A,N/A,Lower Cove,Stephenville,Newfoundland and Labrador,48.5301397,-59.03173541,1990,2016,N/A,N/A,N/A,N/A,Limestone,Dolomite,N/A,N/A,N/A,N/A,N/A,N/A,False
501,Teranov Mining,N/A,N/A,N/A,N/A,N/A,N/A,Baie Verte,Newfoundland and Labrador,49.98361,-56.1925,1991,1994,N/A,N/A,N/A,N/A,Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
502,Cameco and Uranerz Exploration and Mining,N/A,N/A,N/A,N/A,N/A,Contact Lake,La Ronge,Saskatchewan,55.418888,-104.8738916,1995,1997,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
503,Golden Rule Resources,N/A,N/A,N/A,N/A,N/A,Komis,La Ronge,Saskatchewan,56.208336,-103.8999997,1995,2012,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
504,Ming Minerals,N/A,N/A,N/A,N/A,N/A,Stoger Tight,Baie Verte,Newfoundland and Labrador,49.96609718,-56.07765385,1996,2019,N/A,N/A,N/A,N/A,Gold,Silver,Copper,Molybdenum,Zinc,N/A,N/A,N/A,False
505,Hudson Bay Mining and Smelting,N/A,N/A,N/A,N/A,N/A,N/A,Amisk Lake,Saskatchewan,54.5960103,-112.6412657,1997,2003,N/A,N/A,N/A,N/A,Copper,Zinc,N/A,N/A,N/A,N/A,N/A,N/A,False
506,Viceroy Resources,N/A,N/A,N/A,N/A,N/A,Brewery Creek,Dawson Creek,Yukon,68.55,-136.7994445,1997,2001,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
507,Jamer Materials,N/A,N/A,N/A,N/A,N/A,Jamer Operation,Bayside,New Brunswick,45.13059853,-67.10842648,1998,2022,N/A,N/A,N/A,N/A,Graphite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
508,Cameco,COGEMA Resources,N/A,N/A,N/A,N/A,McArthur River,McArthur River,Saskatchewan,57.766668,-105.0819391,1999,2018,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
509,Western Dominion Coal Mines,N/A,N/A,N/A,N/A,N/A,Taylorton,N/A,Saskatchewan,49.087551,-102.7885072,1890,1963,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
510,Fundy Gypsum,Canadian Gypsum,N/A,N/A,N/A,N/A,Wentworth,Windsor,Nova Scotia,44.986234,-64.09089742,1875,2011,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
511,Portal Coals,N/A,N/A,N/A,N/A,N/A,Sutherland,Roche Perce,Saskatchewan,49.06874066,-102.8021981,1878,1955,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
512,Durham Resources,Dominion Explorers,Consolidated Durham Mines Resources,N/A,N/A,N/A,Lake George Antimony,Lake George,New Brunswick,45.84943,-67.03524,1880,1996,N/A,N/A,N/A,N/A,Antimony,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
513,Skylark Resources,N/A,N/A,N/A,N/A,N/A,N/A,Greenwood,British Columbia,49.091388,-118.63972,1893,1989,N/A,N/A,N/A,N/A,Silver,Gold,Lead,Zinc,Copper,Antimony,N/A,N/A,False
514,Westminer Canada,N/A,N/A,N/A,N/A,N/A,Forest Hill,N/A,Nova Scotia,45.309245,-61.75537888,1895,2009,N/A,N/A,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
515,Canmore Mines The,N/A,N/A,N/A,N/A,N/A,N/A,Canmore,Alberta,51.05617338,-115.3362971,1895,1974,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
516,Copper Mountain Mining,N/A,N/A,N/A,N/A,N/A,Copper Mountain,N/A,British Columbia,49.331,-120.533,1884,1958,2011,2022,N/A,N/A,Copper,Gold,Silver,N/A,N/A,N/A,N/A,N/A,True
517,International Nickel of Canada The,Vale Inco,N/A,N/A,N/A,N/A,Copper Cliff,Copper Cliff,Ontario,46.47288,-81.07491,1887,2009,N/A,N/A,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
518,Lake Asbestos of Quebec,Lac dAmiante du Quebec Ltee,N/A,N/A,N/A,N/A,Black Lake Division/Mine,Black Lake/Thetford Mines,Quebec,46.025172,-71.367745,1888,2011,N/A,N/A,N/A,N/A,Chrysotile,Talc,N/A,N/A,N/A,N/A,N/A,N/A,False
519,Vale Canada,N/A,N/A,N/A,N/A,N/A,Ellen or Helen,N/A,Ontario,46.429667,-81.323211,1900,1996,2004,2016,N/A,N/A,Copper,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,False
520,Min Ore Mines,Hollinger Consolidated Gold Mines,HG Young Mines,Aurico Gold,N/A,N/A,Young-Davidson,Matachewan,Ontario,47.948757,-80.69286,1917,1957,2010,2022,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
521,Richmont Mines,Osisko Exploration,Canadian Malartic,McWatters Mining,Placer Dome,Breakwater Resources,East Amphi,N/A,Quebec,48.16805556,-78.12722222,1941,1974,1979,2007,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
522,Falconbridge Nickel Mines,Xstrata Nickel Canada,N/A,N/A,N/A,N/A,Fraser,Falconbridge,Ontario,46.66321,-81.34057,1962,1991,2007,2009,2010,2022,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
523,Western Mines,Boliden AB,Breakwater Resources,Westmin Resources,Nyrstar NV,Trafigura Mining Group,Myra Falls,Myra Falls,British Columbia,49.567499,-125.605,1966,1985,2002,2015,2019,2022,Copper,Zinc,Lead,Gold,Silver,Cadmium,N/A,N/A,True
524,Novaco,T Brogan and Sons,Pioneer Coal,N/A,N/A,N/A,Point Aconi,Point Aconi,Nova Scotia,46.31833,-60.30611,1975,2013,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
525,Forestburg Collieries,Luscar,Westmoreland Coal Company,N/A,N/A,N/A,Paintearth,Forestburg,Alberta,52.48106528,-112.219718,1978,2021,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
526,ScoZinc,Seabright,Esso,Western Minin,Savage Resource Canada,HudBay Minerals,Scotia,N/A,Nova Scotia,45.0303,-63.34,1979,1985,2007,2009,N/A,N/A,Zinc,Lead,N/A,N/A,N/A,N/A,N/A,N/A,False
527,Nutrien,Potash of Saskatchewan,N/A,N/A,N/A,N/A,Piccadilly,Sussex,New Brunswick,45.7515,-65.4162,1986,2016,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
528,American Barrick Resources,McDermott Gold Mines,Holloway Mining,Camflo Mines,N/A,N/A,Holt-McDermott,Kirkland Lake,Ontario,48.5101,-79.74016,1988,2022,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
529,Bestwall Gypsum,Georgia Pacific Corps,Bestwall Gypsum Division,N/A,N/A,N/A,Sugar Camp,River Denys,Nova Scotia,45.708157,-61.31702041,1992,2011,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
530,Graybec,Graymont,Dudswell Lime and Marble Company,Dominion Lime Company,N/A,N/A,N/A,St. Adolphe de Dudswell,Quebec,45.63318,-71.59098,1824,2022,N/A,N/A,N/A,N/A,Lime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
531,National Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,Walton,Nova Scotia,45.23057047,-64.00633151,1810,1972,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
532,Dresser Industries,N/A,N/A,N/A,N/A,N/A,N/A,Walton,Nova Scotia,45.226163,-63.93497713,1828,1974,N/A,N/A,N/A,N/A,Barite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
533,Sifto Salt,Domtar Chemicals,Dominion Salt The,N/A,N/A,N/A,Goderich,Goderich,Ontario,43.73785,-81.70784,1866,2022,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
534,Drummond Coal,Pioneer Coal,Pioneer Coal,N/A,N/A,N/A,Pioneer or Drummond,Westville,Nova Scotia,45.55917,-62.71222,1868,1984,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
535,Red Mill Industries,N/A,N/A,N/A,N/A,N/A,N/A,Red Mill,Quebec,46.40732539,-72.46525171,1870,1970,N/A,N/A,N/A,N/A,Iron ore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
536,Guelph DoLime,N/A,N/A,N/A,N/A,N/A,N/A,Guelph,Ontario,43.52433315,-80.2611029,1872,2002,N/A,N/A,N/A,N/A,Dolomite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
537,Nova Construction,N/A,N/A,N/A,N/A,N/A,Brierly Brook,Antigonish,Nova Scotia,45.60336,-62.07031804,1873,1979,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
538,Asbestos,King Brothers,N/A,N/A,N/A,N/A,King,Putunig / Thetford Mines,Quebec,46.08583,-71.30111,1879,1986,N/A,N/A,N/A,N/A,Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
539,Asbestos,LAB Chrysotile,N/A,N/A,N/A,N/A,British-Canadian,Thetford Mines,Quebec,46.040489,-71.345136,1881,1997,N/A,N/A,N/A,N/A,Chrysotile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
540,Black Donald Graphite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,45.22467,-76.91375,1885,1954,N/A,N/A,N/A,N/A,Graphite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
541,Joggins Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nova Scotia,45.68846058,-64.43947324,1887,1961,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
542,Copperline Mines,Consolidated Columbia River Mines,N/A,N/A,N/A,N/A,Ruth-Vermont,Golden,British Columbia,50.947499,-116.97916,1891,1981,N/A,N/A,N/A,N/A,Silver,Lead,Zinc,Copper,Gold,Cadmium,Tungsten,N/A,False
543,Carnegie Mines,N/A,N/A,N/A,N/A,N/A,silversmith,slocan,British Columbia,49.964166,-117.22472,1893,1965,N/A,N/A,N/A,N/A,Silver,Lead,Zinc,Cadmium,Gold,Copper,N/A,N/A,False
544,Johnsby Mines,Western Exploration,Loma Minerals,Silver Ridge Resources,N/A,N/A,Standard or Emily Edith,N/A,British Columbia,49.956111,-117.32055,1894,1969,N/A,N/A,N/A,N/A,Silver,Zinc,Lead,Gold,Cadmium,Copper,N/A,N/A,False
545,Saskatchewan Power,N/A,N/A,N/A,N/A,N/A,Souris Valley,Estevan,Saskatchewan,49.04987011,-102.8156485,1899,1983,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
546,Consolidated Woodgreen Mines,N/A,N/A,N/A,N/A,N/A,Mother Lode,N/A,British Columbia,49.111944,-118.71805,1900,1962,N/A,N/A,N/A,N/A,Copper,Gold,Silver,N/A,N/A,N/A,N/A,N/A,False
547,Warwick Pure Salt,Warwick Salt and Chemicals,Dominion Salt,N/A,N/A,N/A,N/A,Sarnia,Ontario,42.98534,-82.40432,1903,1962,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
548,Nipissing OBrien Mines,N/A,N/A,N/A,N/A,N/A,"Agnico-Eagle, Nipissing or O'Briens",N/A,Ontario,47.399253,-79.667933,1903,1964,N/A,N/A,N/A,N/A,Silver,Cobalt,N/A,N/A,N/A,N/A,N/A,N/A,False
549,Coleman Collieries,International Coal and Coke Company,N/A,N/A,N/A,N/A,N/A,Crowsnest Pass,British Columbia,49.63009712,-114.6829735,1903,1983,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
550,Kelowna Mines Hedley,N/A,N/A,N/A,N/A,N/A,Hedley Mascot,Hedley,British Columbia,50.403055,-117.13888,1903,1949,1988,1996,N/A,N/A,Gold,Silver,Lead,N/A,N/A,N/A,N/A,N/A,False
551,Graybec,Graybec Calc,Canadian Gypsum,Standard Lime Dominion Tar and Chemicals Domtar,N/A,N/A,Jolichaux Division,Joliette,Quebec,46.004861,-73.4717,1904,2022,N/A,N/A,N/A,N/A,Lime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
552,Manitoba and Saskatchewan Coal,Luscar,N/A,N/A,N/A,N/A,Bienfait,Bienfait,Saskatchewan,49.129136,-104.8382577,1904,2022,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
553,Gypsum Lime and Alabastine Canada,Alabastine Company of Paris,N/A,N/A,N/A,N/A,No. l (Caledonia),N/A,Ontario,43.0825,-79.94917,1905,1953,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
554,Rix Ahabasca Uranium Mines,Silver Century Exploration,United Cobalt Mines,Victoria Silver Cobalt Mines,N/A,N/A,N/A,N/A,Ontario,47.39182,-79.65594,1906,1997,N/A,N/A,N/A,N/A,Silver,Cobalt,N/A,N/A,N/A,N/A,N/A,N/A,False
555,Fundy Gypsum,N/A,N/A,N/A,N/A,N/A,Miller Creek,Windsor,Nova Scotia,45.013592,-64.05334408,1908,2011,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
556,Cobalt Lode Silver Mines,Agnico Eagle,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,47.35638,-79.64512,1908,1989,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
557,Silver Town Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,47.38689,-79.67262,1908,1967,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
558,Fording Coal,Teck Resources,Corbin Creek Resources,Byron Creek Collieries,N/A,N/A,Coal Mountain,Sparwood,British Columbia,49.5,-114.65944,1908,2018,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
559,Siscoe Metals of Ontario,Miller Lake,N/A,N/A,N/A,N/A,O'Brien,Gowganda,Ontario,47.66657,-80.73897,1909,1965,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
560,Davidson Tisdale Mines,Getty Canadian Metals,N/A,N/A,N/A,N/A,N/A,Timmins,Ontario,48.51486,-81.22356,1911,1988,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
561,Socite Miniere Gerdin,N/A,N/A,N/A,N/A,N/A,St-Rémi China Clay,St. Rémi Amherst,Quebec,49.08034,-66.660498,1911,2022,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
562,Manridge Mines,Siscoe Metals,N/A,N/A,N/A,N/A,Mann (Manridge),Milner,Ontario,47.62111,-80.81611,1912,1988,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
